pH,Turbidity,Temperature,Potability
6.918911399957051,11.464289302436141,31.988980971734918,0
6.625494908072695,4.343554954821766,24.57892704317445,1
6.241562265894909,7.156803999800768,21.963416397956227,0
7.942743013384378,9.774224615555335,19.058350820183257,0
5.912736025952221,5.8843959117654885,15.293224887898146,0
9.677663936527843,9.440341795262812,5.3778146556326565,0
6.566646003443908,8.007951756869936,6.794542670253922,0
5.183247945834601,14.913363148754119,19.054879643618996,0
4.728892691186386,12.137280665634272,7.694776551068463,0
6.195339259622103,10.277876798142882,18.25952657546604,0
9.09711924451788,2.8000753462090167,23.094723430586377,0
6.986686842695921,1.192186283096142,29.83450642122528,1
7.44306505607178,14.975505674061315,33.176950656194094,0
9.648216917200358,8.071408042701401,39.50362531469735,0
9.699885799137109,12.80075366052301,35.109822157760455,0
8.03162776332059,10.19728946423825,26.132831026016856,0
9.479052825565983,2.2938880410447955,38.617944086851445,0
6.261955825211569,14.57975913750114,34.23387646694461,0
7.5299878063798085,13.548845439217741,18.627747452651448,0
6.852840503212268,6.912464496546376,22.998277290956157,0
9.003757128504173,5.294277158991441,13.224083841017045,0
7.529307469548801,3.7065326647773595,13.56001595066581,1
6.892758161380358,5.16215549095169,38.35101377791504,0
6.185718369986083,11.962586942142401,33.814055020691654,0
6.120451397258904,13.53926187797349,23.12959551407011,0
6.64416227900847,1.811501159492121,19.6472179104521,1
4.908663642909592,0.7667193405560935,39.311872051600766,0
6.918761967247855,8.078191904221868,15.223763145128778,0
5.915987781456557,10.72459952718022,11.957301765384948,0
4.453576220738932,6.8656999953350395,34.43976181639768,0
6.873696117368688,0.6482441968165981,37.6521098777917,0
6.074256334381048,4.717041161084646,22.971201141111923,0
7.308745159015574,0.3403480211975479,39.63514331944056,0
6.089220762247302,11.182925954446704,29.759945552008713,0
9.555769669078195,12.699928350896837,31.31568172923282,0
9.789955303962028,10.227797058896527,5.938840654820237,0
4.562457566656075,9.467493889670893,14.500082258626549,0
7.923960668821167,1.8208819006854098,29.45567733998829,1
5.759366751651871,6.486462888687003,36.22436036483374,0
4.554862874589206,12.07493025010146,38.5409060801497,0
6.47880262987111,6.475550570830214,30.5083186001052,0
8.80225544735887,9.618656840904901,20.180717517507485,0
9.875913180952049,14.65162948966909,27.548700338763542,0
9.17443071045896,3.338732067637084,11.063844385540145,0
6.342068344854245,1.5453150923005294,36.75145190791781,0
6.373054867393037,9.860719985786876,23.74002251723352,0
4.52503941689416,9.815380146189431,28.00338909026582,0
8.382829349789588,5.39116964645011,23.646257064840263,0
4.664844447036599,10.88241567724007,5.587867539584709,0
8.026022571673085,4.156315893784231,22.055033217525057,1
6.230783288854141,10.11527115031981,37.18282226450344,0
4.7731850551204875,2.9987097634576347,29.83317195278869,0
4.673739551077257,12.291775678734817,31.664845461504388,0
8.131188383603693,0.21340133592869015,31.750677495905585,0
4.156329995873238,7.608741226055368,8.360024478981822,0
5.008029092111986,1.6033671171342205,13.799994047605658,0
7.62107610118884,0.8755356737443037,17.035663783414996,1
5.902998262932401,0.2596150187981888,37.33776727075737,0
5.9844212526077305,1.6333841387480608,8.2578705333562,0
9.655443475671163,9.12145882503067,6.704968879068808,0
8.65816103423307,3.793766063504197,25.782507552395714,0
7.986388985317252,12.098592025243574,13.628752860552535,0
5.657136446419328,2.8683586967067725,28.089528897424834,0
4.688290675212297,14.412473751651417,13.061685090837035,0
8.96349994558347,3.2010024156369776,24.69327787018054,0
6.371518292064758,7.794621061668193,32.984627109592765,0
9.934685544195016,0.08600593868898943,29.73787835351547,0
8.680884344293155,2.4396168442777593,5.6098721744938045,0
7.105528363881051,12.064677138985058,19.55903106658041,0
8.628922473611244,6.429446620085967,7.723885367169183,0
9.197459463867947,9.775920294154918,32.347871712271484,0
8.855509640687275,9.729658825225515,22.01627153160404,0
8.091343824612467,8.548894601739773,30.992495154610452,0
7.103338004812631,8.086201136665286,19.272267522393488,0
8.962320793265928,7.777204513258148,7.619327227162772,0
6.301784247001372,12.78095087879581,21.05531776024533,0
7.148699633064419,4.977277094680111,21.396878775260305,1
5.483545690586432,4.657587094275629,33.71764973486803,0
8.276237292265936,11.054168011525725,14.203799879250564,0
5.408712706930686,12.754145212860335,29.79952605311752,0
6.080123285859546,14.714329587347514,33.35629919980943,0
6.791221743375435,10.862533566596639,7.842539882649136,0
5.980822176393328,4.607887842465223,28.528812586779875,0
7.1297841640544535,1.9643360802878695,31.14570212486596,0
8.667392578323668,10.282409868874481,37.15013840405497,0
7.693235131210225,4.445097677015585,35.754644984015755,0
9.78783825602781,4.2026631299254795,8.068199898967913,0
4.045110252423363,10.77959176205773,12.916449918392857,0
7.707335396915582,13.365051422259901,39.110404515393235,0
4.019850195801745,4.5171544404265545,14.011562259521014,0
4.494426039023012,14.873282569649888,5.0544818628204204,0
7.720717379779493,5.1637202422299175,25.697835522305667,0
6.215012714724742,10.417216575284538,39.50139582746629,0
4.263571952074042,4.902756055662087,37.52185473697946,0
8.022658552755235,5.060572506826716,10.091780119209982,0
9.811304982822847,5.896047336959131,23.928234207560497,0
4.724181916014379,8.064714989667575,15.57381365819788,0
7.178464822104122,14.59530687167429,33.07478697703849,0
7.978438153936368,12.517240950473921,33.884884307891255,0
6.246111044239044,7.676258621693451,18.601192010954115,0
5.638361117503775,12.41272050566683,32.178445888023326,0
5.883479196770065,4.162275185565655,29.712368572617336,0
5.810216539151978,0.8510956276145315,5.138112632658306,0
7.328594474580678,1.8691820018067613,6.928823427894742,0
4.5997380994853065,3.1960541172649486,19.428037628932056,0
9.592321009230306,14.12082461497031,23.93474344914539,0
4.124376597616174,4.711355059125255,22.32689364462367,0
5.214953872868723,2.8647157655288247,6.541675771781785,0
7.59778948429804,3.409847311059115,31.913771189114847,0
7.534567581012354,1.5161100501354956,36.96735983908037,0
5.658387111843565,5.170752978212128,14.142007331831973,0
7.021127185900037,2.434075168419297,36.882294432434286,0
5.05885624999979,6.643476336054659,20.161918766305988,0
4.900844320576397,10.613779439987669,10.92249062930837,0
